timestamp,price,demand,demand_total
2023-04-15 03:30:00,-50.00000,1221.23,1231.970000
2023-04-15 03:35:00,-50.00000,1223.72,1245.510000
2023-04-15 03:40:00,-50.00000,1221.92,1247.520000
2023-04-15 03:45:00,-50.00000,1226.97,1246.100000
2023-04-15 03:50:00,-50.00000,1233.75,1260.460000
2023-04-15 03:55:00,-50.00000,1220.60,1246.310000
2023-04-15 04:00:00,-50.00000,1223.09,1234.900000
2023-04-15 04:05:00,-48.50000,1214.10,1225.210000
2023-04-15 04:10:00,-48.50000,1210.52,1221.840000
2023-04-15 04:15:00,-48.50000,1221.68,1232.220000
2023-04-15 04:20:00,-48.50000,1210.14,1221.090000
2023-04-15 04:25:00,-48.50000,1228.81,1240.950000
2023-04-15 04:30:00,-48.50000,1221.07,1231.950000
2023-04-15 04:35:00,-48.50000,1254.36,1264.890000
2023-04-15 04:40:00,-48.50000,1247.85,1258.550000
2023-04-15 04:45:00,-48.50000,1237.19,1248.870000
2023-04-15 04:50:00,-48.50000,1230.53,1241.320000
2023-04-15 04:55:00,-48.50000,1221.51,1232.160000
2023-04-15 05:00:00,-48.50000,1221.12,1231.690000
2023-04-15 05:05:00,-48.50000,1213.13,1223.770000
2023-04-15 05:10:00,-48.50000,1213.08,1223.630000
2023-04-15 05:15:00,-48.50000,1210.96,1221.860000
2023-04-15 05:20:00,-48.50000,1239.13,1249.290000
2023-04-15 05:25:00,-48.50000,1210.31,1221.090000
2023-04-15 05:30:00,-46.90000,1224.68,1235.340000
2023-04-15 05:35:00,-46.90000,1261.54,1271.930000
2023-04-15 05:40:00,-46.90000,1252.29,1262.870000
2023-04-15 05:45:00,-46.80000,1273.70,1284.530000
2023-04-15 05:50:00,-46.80000,1255.65,1266.760000
2023-04-15 05:55:00,-46.80000,1266.26,1277.120000
2023-04-15 06:00:00,-46.80000,1250.53,1261.370000
2023-04-15 06:05:00,-46.70000,1266.26,1276.880000
2023-04-15 06:10:00,-46.60000,1261.31,1272.720000
2023-04-15 06:15:00,-18.17000,1266.72,1275.790000
2023-04-15 06:20:00,-18.17000,1271.31,1275.650000
2023-04-15 06:25:00,-18.59000,1286.64,1290.690000
2023-04-15 06:30:00,3.88000,1260.41,1262.090000
2023-04-15 06:35:00,3.51000,1256.82,1259.970000
2023-04-15 06:40:00,0.02000,1249.77,1252.620000
2023-04-15 06:45:00,4.20000,1255.99,1257.040000
2023-04-15 06:50:00,4.94000,1266.49,1267.710000
2023-04-15 06:55:00,0.02000,1267.60,1269.230000
2023-04-15 07:00:00,0.79000,1259.42,1260.800000
2023-04-15 07:05:00,0.02000,1280.01,1282.880000
2023-04-15 07:10:00,0.81000,1273.55,1274.920000
2023-04-15 07:15:00,0.02000,1270.59,1271.520000
2023-04-15 07:20:00,0.02000,1274.33,1276.700000
2023-04-15 07:25:00,0.02000,1270.84,1272.210000
2023-04-15 07:30:00,6.76000,1278.59,1279.790000
2023-04-15 07:35:00,14.95000,1265.93,1267.720000
2023-04-15 07:40:00,8.92000,1276.89,1278.710000
2023-04-15 07:45:00,9.02000,1289.35,1291.100000
2023-04-15 07:50:00,9.26000,1283.43,1288.060000
2023-04-15 07:55:00,9.41000,1300.43,1302.920000
2023-04-15 08:00:00,9.31000,1286.09,1287.120000
2023-04-15 08:05:00,5.52000,1303.36,1304.350000
2023-04-15 08:10:00,4.36000,1329.26,1330.690000
2023-04-15 08:15:00,20.64000,1328.59,1330.640000
2023-04-15 08:20:00,21.62000,1349.26,1355.560000
2023-04-15 08:25:00,4.94000,1350.46,1358.700000
2023-04-15 08:30:00,22.27000,1315.68,1325.230000
2023-04-15 08:35:00,8.31000,1334.66,1347.330000
2023-04-15 08:40:00,22.71000,1329.50,1341.490000
2023-04-15 08:45:00,591.00000,1328.03,1341.830000
2023-04-15 08:50:00,420.64000,1347.75,1362.000000
2023-04-15 08:55:00,35.95000,1350.06,1370.130000
2023-04-15 09:00:00,9.03000,1332.60,1347.420000
2023-04-15 09:05:00,10.63000,1321.76,1336.480000
2023-04-15 09:10:00,379.95000,1327.81,1346.130000
2023-04-15 09:15:00,390.00000,1329.60,1345.880000
2023-04-15 09:20:00,137.80000,1324.92,1344.850000
2023-04-15 09:25:00,10.99000,1322.71,1342.390000
2023-04-15 09:30:00,35.95000,1301.53,1320.530000
2023-04-15 09:35:00,240.01000,1307.63,1327.060000
2023-04-15 09:40:00,0.02000,1297.75,1314.350000
2023-04-15 09:45:00,0.02000,1281.02,1295.570000
2023-04-15 09:50:00,5.20000,1275.95,1289.700000
2023-04-15 09:55:00,10.57000,1283.61,1298.690000
2023-04-15 10:00:00,3.59000,1247.95,1264.930000
2023-04-15 10:05:00,13.22000,1243.06,1259.220000
2023-04-15 10:10:00,-42.43000,1251.28,1272.570000
2023-04-15 10:15:00,0.02000,1232.36,1273.180000
2023-04-15 10:20:00,-35.85000,1174.25,1258.980000
2023-04-15 10:25:00,-37.24000,1172.57,1218.480000
2023-04-15 10:30:00,-39.54000,1230.56,1271.660000
2023-04-15 10:35:00,-35.94000,1209.26,1227.950000
2023-04-15 10:40:00,5.74000,1237.72,1256.690000
2023-04-15 10:45:00,15.26000,1251.24,1299.160000
2023-04-15 10:50:00,0.02000,1225.12,1241.940000
2023-04-15 10:55:00,-22.96000,1235.91,1253.980000
2023-04-15 11:00:00,-22.84000,1228.72,1246.690000
2023-04-15 11:05:00,8.98000,1258.27,1280.080000
2023-04-15 11:10:00,1.97000,1233.87,1255.730000
2023-04-15 11:15:00,1.99000,1200.04,1219.720000
2023-04-15 11:20:00,0.02000,1190.86,1209.810000
2023-04-15 11:25:00,-36.14000,1189.28,1202.030000
2023-04-15 11:30:00,1.98000,1188.62,1216.350000
2023-04-15 11:35:00,0.02000,1192.12,1232.680000
2023-04-15 11:40:00,0.02000,1196.22,1231.310000
2023-04-15 11:45:00,9.77000,1195.53,1211.270000
2023-04-15 11:50:00,0.02000,1219.28,1234.790000
2023-04-15 11:55:00,0.02000,1182.15,1191.680000
2023-04-15 12:00:00,9.42000,1187.06,1188.590000
2023-04-15 12:05:00,14.13000,1165.62,1167.560000
2023-04-15 12:10:00,9.42000,1149.52,1151.990000
2023-04-15 12:15:00,19.47000,1083.43,1084.140000
2023-04-15 12:20:00,20.32000,1093.43,1096.980000
2023-04-15 12:25:00,19.37000,1098.81,1124.440000
2023-04-15 12:30:00,35.47000,1106.00,1122.680000
2023-04-15 12:35:00,34.66000,1120.65,1120.240000
2023-04-15 12:40:00,34.66000,1115.42,1115.000000
2023-04-15 12:45:00,34.79000,1121.31,1120.860000
2023-04-15 12:50:00,34.29000,1130.70,1131.370000
2023-04-15 12:55:00,82.65000,1101.38,1101.250000
2023-04-15 13:00:00,33.73000,1066.54,1066.560000
2023-04-15 13:05:00,75.73000,1031.20,1033.090000
2023-04-15 13:10:00,32.07000,957.70,960.900000
2023-04-15 13:15:00,79.61000,942.41,943.350000
2023-04-15 13:20:00,32.43000,864.40,867.220000
2023-04-15 13:25:00,17.36000,821.09,824.160000
2023-04-15 13:30:00,31.18000,783.96,788.480000
2023-04-15 13:35:00,16.36000,719.16,728.090000
2023-04-15 13:40:00,15.69000,693.13,709.760000
2023-04-15 13:45:00,21.96000,694.29,708.340000
2023-04-15 13:50:00,-46.80000,660.34,676.330000
2023-04-15 13:55:00,-48.50000,703.99,719.290000
2023-04-15 14:00:00,-48.50000,710.94,728.360000
2023-04-15 14:05:00,-50.00000,686.68,747.100000
2023-04-15 14:10:00,-50.00000,627.71,660.970000
2023-04-15 14:15:00,-48.50000,619.53,644.720000
2023-04-15 14:20:00,-48.50000,655.16,691.570000
2023-04-15 14:25:00,-50.00000,677.05,713.710000
2023-04-15 14:30:00,-48.50000,662.03,684.250000
2023-04-15 14:35:00,-48.50000,674.76,697.250000
2023-04-15 14:40:00,-48.50000,741.04,771.720000
2023-04-15 14:45:00,-48.50000,746.58,773.190000
2023-04-15 14:50:00,-48.50000,801.76,826.570000
2023-04-15 14:55:00,-50.00000,812.16,834.540000
2023-04-15 15:00:00,-48.50000,817.66,841.560000
2023-04-15 15:05:00,-50.00000,876.53,899.940000
2023-04-15 15:10:00,-46.80000,912.09,937.440000
2023-04-15 15:15:00,20.66000,983.19,1001.460000
2023-04-15 15:20:00,56.40000,1027.47,1037.600000
2023-04-15 15:25:00,66.78000,1061.84,1070.230000
2023-04-15 15:30:00,68.58000,1069.88,1078.040000
2023-04-15 15:35:00,69.78000,1064.87,1072.680000
2023-04-15 15:40:00,69.78000,1039.04,1046.390000
2023-04-15 15:45:00,81.75000,1031.64,1050.050000
2023-04-15 15:50:00,79.98000,1022.55,1028.500000
2023-04-15 15:55:00,83.58000,1050.22,1053.930000
2023-04-15 16:00:00,83.39000,1058.90,1062.170000
2023-04-15 16:05:00,74.30000,1050.43,1078.490000
2023-04-15 16:10:00,73.23000,1082.16,1090.060000
2023-04-15 16:15:00,76.97000,1094.26,1104.770000
2023-04-15 16:20:00,79.01000,1084.00,1093.480000
2023-04-15 16:25:00,94.65000,1099.10,1110.240000
2023-04-15 16:30:00,105.20000,1112.89,1118.920000
2023-04-15 16:35:00,124.32000,1118.94,1121.860000
2023-04-15 16:40:00,123.46000,1110.09,1113.540000
2023-04-15 16:45:00,127.60000,1142.44,1145.760000
2023-04-15 16:50:00,172.30000,1182.04,1182.560000
2023-04-15 16:55:00,174.30000,1221.89,1221.930000
2023-04-15 17:00:00,262.04000,1219.95,1220.360000
2023-04-15 17:05:00,134.35000,1213.49,1213.370000
2023-04-15 17:10:00,138.67000,1292.47,1292.110000
2023-04-15 17:15:00,168.88000,1301.54,1301.090000
2023-04-15 17:20:00,175.23000,1326.38,1325.940000
2023-04-15 17:25:00,183.18000,1365.82,1365.430000
2023-04-15 17:30:00,186.22000,1393.19,1393.110000
2023-04-15 17:35:00,142.69000,1401.18,1400.790000
2023-04-15 17:40:00,139.52000,1414.53,1414.190000
2023-04-15 17:45:00,185.73000,1415.69,1415.480000
2023-04-15 17:50:00,186.71000,1464.46,1464.420000
2023-04-15 17:55:00,186.22000,1475.32,1475.250000
2023-04-15 18:00:00,276.63000,1481.16,1480.830000
2023-04-15 18:05:00,139.36000,1476.65,1480.250000
2023-04-15 18:10:00,184.75000,1511.53,1515.280000
2023-04-15 18:15:00,141.61000,1511.03,1510.570000
2023-04-15 18:20:00,141.61000,1521.12,1520.670000
2023-04-15 18:25:00,140.10000,1528.89,1528.470000
2023-04-15 18:30:00,137.06000,1538.33,1538.230000
2023-04-15 18:35:00,133.35000,1556.56,1557.370000
2023-04-15 18:40:00,126.20000,1599.93,1600.380000
2023-04-15 18:45:00,106.84000,1582.55,1583.340000
2023-04-15 18:50:00,94.49000,1591.93,1593.180000
2023-04-15 18:55:00,93.97000,1596.55,1598.210000
2023-04-15 19:00:00,92.91000,1574.02,1576.300000
2023-04-15 19:05:00,91.33000,1568.50,1571.840000
2023-04-15 19:10:00,91.34000,1572.65,1576.040000
2023-04-15 19:15:00,85.85000,1616.85,1621.450000
2023-04-15 19:20:00,85.05000,1602.96,1608.080000
2023-04-15 19:25:00,87.59000,1587.92,1592.720000
2023-04-15 19:30:00,88.36000,1594.89,1599.680000
2023-04-15 19:35:00,93.00000,1566.31,1570.570000
2023-04-15 19:40:00,90.86000,1565.05,1569.030000
2023-04-15 19:45:00,91.90000,1568.83,1571.900000
2023-04-15 19:50:00,103.96000,1570.20,1572.430000
2023-04-15 19:55:00,92.43000,1551.98,1554.810000
2023-04-15 20:00:00,90.66000,1541.06,1543.980000
2023-04-15 20:05:00,99.72000,1539.12,1542.000000
2023-04-15 20:10:00,101.75000,1530.94,1534.760000
2023-04-15 20:15:00,102.22000,1538.31,1541.720000
2023-04-15 20:20:00,96.56000,1524.57,1527.670000
2023-04-15 20:25:00,102.09000,1539.16,1540.940000
2023-04-15 20:30:00,102.09000,1514.66,1516.300000
2023-04-15 20:35:00,125.41000,1519.68,1520.550000
2023-04-15 20:40:00,114.77000,1498.87,1499.390000
2023-04-15 20:45:00,114.95000,1464.33,1464.960000
2023-04-15 20:50:00,114.63000,1459.64,1460.080000
2023-04-15 20:55:00,107.00000,1463.39,1463.970000
2023-04-15 21:00:00,113.41000,1437.32,1437.810000
2023-04-15 21:05:00,135.78000,1453.02,1453.220000
2023-04-15 21:10:00,127.14000,1459.32,1459.640000
2023-04-15 21:15:00,120.86000,1431.70,1432.900000
2023-04-15 21:20:00,119.72000,1433.43,1435.510000
2023-04-15 21:25:00,105.95000,1453.51,1454.130000
2023-04-15 21:30:00,106.75000,1448.55,1449.060000
2023-04-15 21:35:00,126.91000,1439.30,1439.780000
2023-04-15 21:40:00,125.53000,1429.19,1430.460000
2023-04-15 21:45:00,100.16000,1424.78,1426.710000
2023-04-15 21:50:00,90.98000,1409.54,1413.000000
2023-04-15 21:55:00,86.09000,1404.27,1409.910000
2023-04-15 22:00:00,88.93000,1410.58,1416.370000
2023-04-15 22:05:00,89.12000,1407.75,1413.630000
2023-04-15 22:10:00,107.28000,1419.59,1424.480000
2023-04-15 22:15:00,122.85000,1417.24,1421.640000
2023-04-15 22:20:00,101.25000,1411.85,1415.840000
2023-04-15 22:25:00,101.43000,1425.27,1428.880000
2023-04-15 22:30:00,106.05000,1406.86,1413.270000
2023-04-15 22:35:00,102.19000,1401.75,1409.170000
2023-04-15 22:40:00,112.57000,1409.68,1419.350000
2023-04-15 22:45:00,119.14000,1371.58,1383.730000
2023-04-15 22:50:00,113.36000,1384.07,1388.330000
2023-04-15 22:55:00,101.75000,1366.52,1373.220000
2023-04-15 23:00:00,101.48000,1354.70,1358.980000
2023-04-15 23:05:00,91.72000,1352.41,1356.150000
2023-04-15 23:10:00,93.53000,1354.96,1358.740000
2023-04-15 23:15:00,103.06000,1359.13,1363.230000
2023-04-15 23:20:00,91.00000,1361.82,1371.300000
2023-04-15 23:25:00,96.02000,1382.30,1385.500000
2023-04-15 23:30:00,98.11000,1406.11,1408.560000
2023-04-15 23:35:00,106.03000,1478.06,1479.270000
2023-04-15 23:40:00,94.07000,1476.61,1478.230000
2023-04-15 23:45:00,93.63000,1457.21,1459.050000
2023-04-15 23:50:00,93.12000,1457.08,1460.170000
2023-04-15 23:55:00,89.30000,1456.36,1462.120000
2023-04-16 00:00:00,89.92000,1448.49,1452.620000
2023-04-16 00:05:00,92.10000,1437.63,1440.540000
2023-04-16 00:10:00,88.83000,1443.97,1447.050000
2023-04-16 00:15:00,86.99000,1442.55,1446.070000
2023-04-16 00:20:00,86.30000,1467.41,1471.080000
2023-04-16 00:25:00,91.61000,1489.96,1496.320000
2023-04-16 00:30:00,91.09000,1475.95,1486.430000
2023-04-16 00:35:00,92.14000,1500.11,1503.180000
2023-04-16 00:40:00,91.12000,1468.20,1471.830000
2023-04-16 00:45:00,92.19000,1452.20,1454.990000
2023-04-16 00:50:00,95.26000,1439.15,1445.200000
2023-04-16 00:55:00,93.76000,1453.11,1458.810000
2023-04-16 01:00:00,83.16000,1435.21,1439.290000
2023-04-16 01:05:00,99.10000,1433.90,1435.690000
2023-04-16 01:10:00,84.31000,1404.74,1407.980000
2023-04-16 01:15:00,93.79000,1420.01,1428.740000
2023-04-16 01:20:00,84.12000,1391.55,1397.270000
2023-04-16 01:25:00,82.98000,1382.09,1386.880000
2023-04-16 01:30:00,81.44000,1370.87,1374.230000
2023-04-16 01:35:00,81.58000,1356.85,1360.140000
2023-04-16 01:40:00,79.58000,1357.99,1361.410000
2023-04-16 01:45:00,72.24000,1370.69,1374.170000
2023-04-16 01:50:00,76.92000,1357.12,1363.450000
2023-04-16 01:55:00,75.37000,1333.14,1338.660000
2023-04-16 02:00:00,71.21000,1326.69,1331.130000
2023-04-16 02:05:00,78.73000,1312.41,1316.530000
2023-04-16 02:10:00,79.66000,1324.12,1326.970000
2023-04-16 02:15:00,78.96000,1312.61,1322.530000
2023-04-16 02:20:00,78.81000,1301.49,1309.240000
2023-04-16 02:25:00,76.42000,1290.98,1307.530000
2023-04-16 02:30:00,66.07000,1263.90,1279.920000
2023-04-16 02:35:00,72.35000,1269.69,1278.690000
2023-04-16 02:40:00,63.93000,1254.53,1263.000000
2023-04-16 02:45:00,66.78000,1226.00,1235.850000
2023-04-16 02:50:00,73.40000,1208.15,1213.040000
2023-04-16 02:55:00,71.24000,1191.64,1200.020000
2023-04-16 03:00:00,72.90000,1214.11,1226.950000
2023-04-16 03:05:00,73.02000,1213.88,1216.510000
2023-04-16 03:10:00,74.16000,1209.34,1215.060000
2023-04-16 03:15:00,74.15000,1215.36,1217.050000
2023-04-16 03:20:00,81.05000,1178.51,1181.170000
2023-04-16 03:25:00,77.14000,1198.21,1204.260000
2023-04-16 03:30:00,82.87000,1187.55,1197.570000
2023-04-16 03:35:00,77.36000,1175.61,1178.930000
2023-04-16 03:40:00,76.95000,1168.74,1172.540000
2023-04-16 03:45:00,70.08000,1177.56,1180.730000
2023-04-16 03:50:00,71.82000,1166.02,1169.790000
2023-04-16 03:55:00,72.51000,1162.32,1165.460000
2023-04-16 04:00:00,71.84000,1166.26,1169.590000
2023-04-16 04:05:00,65.13000,1154.55,1158.630000
2023-04-16 04:10:00,52.83000,1150.17,1158.220000
2023-04-16 04:15:00,68.29000,1141.71,1150.810000
2023-04-16 04:20:00,69.67000,1130.86,1133.630000
2023-04-16 04:25:00,66.13000,1124.31,1129.230000
2023-04-16 04:30:00,69.21000,1130.05,1132.970000
2023-04-16 04:35:00,72.44000,1142.93,1147.040000
2023-04-16 04:40:00,72.22000,1130.36,1131.940000
2023-04-16 04:45:00,71.49000,1125.27,1126.420000
2023-04-16 04:50:00,73.27000,,
2023-04-16 04:55:00,66.77000,1119.92,1121.950000
2023-04-16 05:00:00,69.18000,1122.10,1125.710000
2023-04-16 05:05:00,72.43000,1126.05,1127.710000
2023-04-16 05:10:00,73.22000,1114.81,1127.130000
2023-04-16 05:15:00,73.01000,1123.04,1126.310000
2023-04-16 05:20:00,67.18000,1113.26,1114.540000
2023-04-16 05:25:00,49.78000,1122.31,1123.850000
2023-04-16 05:30:00,54.82000,1137.46,1138.390000
2023-04-16 05:35:00,55.64000,1140.09,1140.630000
2023-04-16 05:40:00,58.00000,1132.15,1132.410000
2023-04-16 05:45:00,59.75000,1120.80,1140.660000
2023-04-16 05:50:00,59.62000,1139.51,1148.290000
2023-04-16 05:55:00,59.58000,1133.04,1132.840000
2023-04-16 06:00:00,59.02000,1150.68,1150.220000
2023-04-16 06:05:00,56.90000,1148.32,1147.870000
2023-04-16 06:10:00,80.29000,1149.97,1149.540000
2023-04-16 06:15:00,80.26000,1141.79,1141.460000
2023-04-16 06:20:00,80.24000,1140.05,1139.780000
2023-04-16 06:25:00,82.83000,1153.79,1153.920000
2023-04-16 06:30:00,83.12000,1139.30,1141.460000
2023-04-16 06:35:00,83.39000,1163.11,1163.550000
2023-04-16 06:40:00,83.99000,1160.06,1160.800000
2023-04-16 06:45:00,84.43000,1170.28,1171.230000
2023-04-16 06:50:00,85.30000,1177.40,1178.890000
2023-04-16 06:55:00,85.73000,1157.02,1158.620000
2023-04-16 07:00:00,85.09000,1156.25,1157.710000
2023-04-16 07:05:00,85.72000,1162.11,1163.930000
2023-04-16 07:10:00,87.13000,1152.71,1154.550000
2023-04-16 07:15:00,64.00000,1147.64,1149.280000
2023-04-16 07:20:00,66.17000,1156.64,1158.340000
2023-04-16 07:25:00,56.62000,1142.72,1144.410000
2023-04-16 07:30:00,56.01000,1121.73,1122.970000
2023-04-16 07:35:00,55.67000,1107.09,1108.450000
2023-04-16 07:40:00,56.55000,1104.43,1105.750000
2023-04-16 07:45:00,63.78000,1099.56,1101.140000
2023-04-16 07:50:00,63.99000,1095.47,1097.090000
2023-04-16 07:55:00,63.80000,1095.76,1097.290000
2023-04-16 08:00:00,84.38000,1062.24,1062.990000
2023-04-16 08:05:00,84.38000,1079.77,1080.620000
2023-04-16 08:10:00,85.91000,1019.12,1019.170000
2023-04-16 08:15:00,59.73000,1014.83,1014.610000
2023-04-16 08:20:00,45.99000,1001.10,1001.010000
2023-04-16 08:25:00,59.50000,973.90,973.990000
2023-04-16 08:30:00,59.93000,975.78,975.870000
2023-04-16 08:35:00,60.22000,961.21,961.030000
2023-04-16 08:40:00,59.93000,930.59,932.620000
2023-04-16 08:45:00,31.35000,928.20,928.710000
2023-04-16 08:50:00,55.11000,899.13,901.650000
2023-04-16 08:55:00,29.76000,861.93,864.300000
2023-04-16 09:00:00,29.56000,826.70,829.430000
2023-04-16 09:05:00,75.12000,849.18,851.800000
2023-04-16 09:10:00,37.18000,842.27,845.070000
2023-04-16 09:15:00,20.85000,803.13,817.060000
2023-04-16 09:20:00,-40.55000,765.75,771.950000
2023-04-16 09:25:00,-1.72000,746.27,752.310000
2023-04-16 09:30:00,7.66000,728.25,736.960000
2023-04-16 09:35:00,-46.60000,740.09,751.880000
2023-04-16 09:40:00,7.61000,782.69,791.040000
2023-04-16 09:45:00,7.75000,732.29,842.390000
2023-04-16 09:50:00,-46.80000,683.71,694.530000
2023-04-16 09:55:00,17.57000,740.99,747.120000
2023-04-16 10:00:00,9.27000,683.75,776.790000
2023-04-16 10:05:00,-46.70000,665.13,677.400000
2023-04-16 10:10:00,0.02000,706.53,713.640000
2023-04-16 10:15:00,-4.03000,658.79,731.280000
2023-04-16 10:20:00,-46.80000,626.56,639.960000
2023-04-16 10:25:00,-46.60000,664.94,715.620000
2023-04-16 10:30:00,-42.20000,683.76,766.210000
2023-04-16 10:35:00,-46.90000,656.03,745.970000
2023-04-16 10:40:00,-48.50000,663.81,706.770000
2023-04-16 10:45:00,-48.50000,654.70,687.390000
2023-04-16 10:50:00,-99.99000,640.24,682.500000
2023-04-16 10:55:00,-99.99000,609.16,655.020000
2023-04-16 11:00:00,-92.97000,571.99,672.270000
2023-04-16 11:05:00,-92.97000,606.03,716.640000
2023-04-16 11:10:00,-99.99000,603.34,706.460000
2023-04-16 11:15:00,-99.99000,585.08,615.330000
2023-04-16 11:20:00,-48.50000,565.45,597.590000
2023-04-16 11:25:00,-43.88000,516.97,575.900000
2023-04-16 11:30:00,-46.90000,493.72,511.890000
2023-04-16 11:35:00,-46.90000,513.06,529.370000
2023-04-16 11:40:00,-46.70000,534.73,546.820000
2023-04-16 11:45:00,-46.90000,550.44,569.780000
2023-04-16 11:50:00,-50.00000,522.61,573.860000
2023-04-16 11:55:00,-46.80000,514.10,587.880000
2023-04-16 12:00:00,-37.84000,509.74,562.350000
2023-04-16 12:05:00,-50.00000,488.39,535.350000
2023-04-16 12:10:00,-50.00000,497.34,516.310000
2023-04-16 12:15:00,-52.17000,496.97,531.040000
2023-04-16 12:20:00,-51.27000,486.14,508.230000
2023-04-16 12:25:00,-51.56000,462.06,500.960000
2023-04-16 12:30:00,-50.00000,464.50,501.740000
2023-04-16 12:35:00,-51.75000,444.78,484.620000
2023-04-16 12:40:00,-49.49000,477.16,503.610000
2023-04-16 12:45:00,-50.86000,473.88,482.990000
2023-04-16 12:50:00,-55.00000,471.79,484.890000
2023-04-16 12:55:00,-50.00000,472.60,486.490000
2023-04-16 13:00:00,-99.99000,428.61,474.840000
2023-04-16 13:05:00,-99.99000,406.36,455.310000
2023-04-16 13:10:00,-189.99000,401.57,420.180000
2023-04-16 13:15:00,-88.00000,407.05,430.170000
2023-04-16 13:20:00,-46.90000,409.11,417.430000
2023-04-16 13:25:00,-46.90000,392.78,443.340000
2023-04-16 13:30:00,-55.00000,415.52,482.790000
2023-04-16 13:35:00,-53.65000,424.16,436.440000
2023-04-16 13:40:00,-92.97000,425.18,462.080000
2023-04-16 13:45:00,-88.00000,417.52,465.190000
2023-04-16 13:50:00,-50.00000,415.04,454.830000
2023-04-16 13:55:00,-50.00000,416.80,425.580000
2023-04-16 14:00:00,-92.97000,430.48,449.530000
2023-04-16 14:05:00,-50.00000,424.96,440.300000
2023-04-16 14:10:00,-46.90000,448.16,513.590000
2023-04-16 14:15:00,-190.00000,433.67,452.540000
2023-04-16 14:20:00,-190.00000,425.60,461.090000
2023-04-16 14:25:00,-189.99000,425.48,482.880000
2023-04-16 14:30:00,-99.99000,455.35,521.660000
2023-04-16 14:35:00,-88.00000,466.53,502.940000
2023-04-16 14:40:00,-92.97000,496.47,535.540000
2023-04-16 14:45:00,-50.00000,524.76,538.710000
2023-04-16 14:50:00,-99.99000,505.07,519.370000
2023-04-16 14:55:00,-50.00000,549.83,562.690000
2023-04-16 15:00:00,-50.00000,573.67,586.500000
2023-04-16 15:05:00,-53.65000,557.74,612.680000
2023-04-16 15:10:00,-99.99000,540.69,554.660000
2023-04-16 15:15:00,-190.00000,560.77,606.800000
2023-04-16 15:20:00,-88.00000,590.61,677.580000
2023-04-16 15:25:00,-92.97000,603.15,615.420000
2023-04-16 15:30:00,-50.00000,620.39,709.690000
2023-04-16 15:35:00,-50.00000,631.72,658.170000
2023-04-16 15:40:00,-46.80000,649.23,671.210000
2023-04-16 15:45:00,-46.80000,684.68,707.940000
2023-04-16 15:50:00,-55.00000,671.79,679.330000
2023-04-16 15:55:00,-99.99000,693.43,703.030000
2023-04-16 16:00:00,-99.99000,739.94,763.380000
2023-04-16 16:05:00,-99.99000,775.27,858.170000
2023-04-16 16:10:00,-88.00000,783.24,808.510000
2023-04-16 16:15:00,-48.50000,822.79,837.450000
2023-04-16 16:20:00,-27.77000,835.13,900.970000
